DrainI(1),DrainV(1),GateI(1),GateV(1),IDRAIN(1),IGATE(1),IDMAX(1),RD(1),IGLEAK(1),DrainI(2),DrainV(2),GateI(2),GateV(2),IDRAIN(2),IGATE(2),IDMAX(2),RD(2),IGLEAK(2),DrainI(3),DrainV(3),GateI(3),GateV(3),IDRAIN(3),IGATE(3),IDMAX(3),RD(3),IGLEAK(3),DrainI(4),DrainV(4),GateI(4),GateV(4),IDRAIN(4),IGATE(4),IDMAX(4),RD(4),IGLEAK(4),DrainI(5),DrainV(5),GateI(5),GateV(5),IDRAIN(5),IGATE(5),IDMAX(5),RD(5),IGLEAK(5),DrainI(6),DrainV(6),GateI(6),GateV(6),IDRAIN(6),IGATE(6),IDMAX(6),RD(6),IGLEAK(6),DrainI(7),DrainV(7),GateI(7),GateV(7),IDRAIN(7),IGATE(7),IDMAX(7),RD(7),IGLEAK(7),DrainI(8),DrainV(8),GateI(8),GateV(8),IDRAIN(8),IGATE(8),IDMAX(8),RD(8),IGLEAK(8),DrainI(9),DrainV(9),GateI(9),GateV(9),IDRAIN(9),IGATE(9),IDMAX(9),RD(9),IGLEAK(9),DrainI(10),DrainV(10),GateI(10),GateV(10),IDRAIN(10),IGATE(10),IDMAX(10),RD(10),IGLEAK(10),DrainI(11),DrainV(11),GateI(11),GateV(11),IDRAIN(11),IGATE(11),IDMAX(11),RD(11),IGLEAK(11),DrainI(12),DrainV(12),GateI(12),GateV(12),IDRAIN(12),IGATE(12),IDMAX(12),RD(12),IGLEAK(12),DrainI(13),DrainV(13),GateI(13),GateV(13),IDRAIN(13),IGATE(13),IDMAX(13),RD(13),IGLEAK(13),DrainI(14),DrainV(14),GateI(14),GateV(14),IDRAIN(14),IGATE(14),IDMAX(14),RD(14),IGLEAK(14),DrainI(15),DrainV(15),GateI(15),GateV(15),IDRAIN(15),IGATE(15),IDMAX(15),RD(15),IGLEAK(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2958E-6,8.2006E+0,-4.7260E-6,-5.0000E+0,51.0168E-3,-94.5199E-3,,3.4086E+6,,2.1474E-6,8.2006E+0,-3.8413E-6,-4.5000E+0,47.7206E-3,-76.8256E-3,,4.2728E+6,,2.0104E-6,8.2006E+0,-3.0949E-6,-4.0000E+0,44.6747E-3,-61.8987E-3,,4.7152E+6,,2.0547E-6,8.2006E+0,-2.3696E-6,-3.5000E+0,45.6600E-3,-47.3910E-3,,1.6216E+6,,2.6636E-3,8.2007E+0,-2.0257E-6,-3.0000E+0,59.1897E+0,-40.5145E-3,,3.9351E+3,,10.0772E-3,8.2007E+0,-1.5645E-6,-2.5000E+0,223.9355E+0,-31.2900E-3,,9.4203E+3,,17.8347E-3,8.2007E+0,-1.0907E-6,-2.0000E+0,396.3227E+0,-21.8139E-3,,13.1685E+3,,25.3685E-3,8.2007E+0,-780.4174E-9,-1.5000E+0,563.7391E+0,-15.6083E-3,,26.0532E+3,,32.4664E-3,8.2007E+0,-595.9264E-9,-1.0000E+0,721.4679E+0,-11.9185E-3,,-439.0400E+3,,39.0319E-3,8.2007E+0,-512.0673E-9,-500.0000E-3,867.3669E+0,-10.2413E-3,,-14.3379E+3,,45.0570E-3,8.2007E+0,-403.0499E-9,000.0000E+0,1.0013E+3,-8.0610E-3,,-6.4615E+3,,50.4959E-3,8.2007E+0,-235.3318E-9,500.0000E-3,1.1221E+3,-4.7066E-3,,-4.8422E+3,,55.2883E-3,8.2007E+0,-172.4366E-9,1.0000E+0,1.2286E+3,-3.4487E-3,,-6.7585E+3,,59.3439E-3,8.2008E+0,-319.1890E-9,1.5000E+0,1.3187E+3,-6.3838E-3,,-4.8467E+3,,62.6762E-3,8.2007E+0,-403.0499E-9,2.0000E+0,1.3928E+3,-8.0610E-3,,-5.9333E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3180E-6,8.3006E+0,-4.7931E-6,-5.0000E+0,51.5100E-3,-95.8617E-3,,4.5057E+6,,2.1718E-6,8.3006E+0,-3.8748E-6,-4.5000E+0,48.2614E-3,-77.4965E-3,,4.1097E+6,,2.0268E-6,8.3006E+0,-3.1578E-6,-4.0000E+0,45.0385E-3,-63.1565E-3,,6.1095E+6,,2.0606E-6,8.3007E+0,-2.4953E-6,-3.5000E+0,45.7907E-3,-49.9068E-3,,17.0178E+6,,2.6852E-3,8.3007E+0,-2.0802E-6,-3.0000E+0,59.6713E+0,-41.6047E-3,,4.6157E+3,,10.0897E-3,8.3007E+0,-1.5268E-6,-2.5000E+0,224.2142E+0,-30.5353E-3,,7.9751E+3,,17.8417E-3,8.3007E+0,-1.1159E-6,-2.0000E+0,396.4777E+0,-22.3171E-3,,14.3335E+3,,25.3725E-3,8.3007E+0,-818.1541E-9,-1.5000E+0,563.8286E+0,-16.3631E-3,,24.8260E+3,,32.4652E-3,8.3007E+0,-612.6975E-9,-1.0000E+0,721.4420E+0,-12.2539E-3,,-86.0480E+3,,39.0256E-3,8.3007E+0,-503.6818E-9,-500.0000E-3,867.2263E+0,-10.0736E-3,,-15.8108E+3,,45.0425E-3,8.3007E+0,-373.6986E-9,000.0000E+0,1.0009E+3,-7.4740E-3,,-6.8923E+3,,50.4763E-3,8.3007E+0,-256.2956E-9,500.0000E-3,1.1217E+3,-5.1259E-3,,-5.0897E+3,,55.2707E-3,8.3007E+0,-180.8239E-9,1.0000E+0,1.2282E+3,-3.6165E-3,,-5.7000E+3,,59.3246E-3,8.3008E+0,-382.0860E-9,1.5000E+0,1.3183E+3,-7.6417E-3,,-5.1812E+3,,62.6601E-3,8.3008E+0,-382.0860E-9,2.0000E+0,1.3924E+3,-7.6417E-3,,-6.2009E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3477E-6,8.4007E+0,-4.8099E-6,-5.0000E+0,52.1712E-3,-96.1971E-3,,3.3627E+6,,2.1927E-6,8.4007E+0,-3.8790E-6,-4.5000E+0,48.7263E-3,-77.5803E-3,,4.7826E+6,,2.0433E-6,8.4007E+0,-3.1201E-6,-4.0000E+0,45.4060E-3,-62.4018E-3,,6.0495E+6,,2.0775E-6,8.4007E+0,-2.4702E-6,-3.5000E+0,46.1651E-3,-49.4036E-3,,5.9377E+6,,2.7042E-3,8.4007E+0,-2.0341E-6,-3.0000E+0,60.0935E+0,-40.6823E-3,,5.2660E+3,,10.0998E-3,8.4007E+0,-1.5939E-6,-2.5000E+0,224.4378E+0,-31.8770E-3,,9.9440E+3,,17.8479E-3,8.4007E+0,-1.0949E-6,-2.0000E+0,396.6159E+0,-21.8978E-3,,16.0864E+3,,25.3730E-3,8.4007E+0,-801.3812E-9,-1.5000E+0,563.8382E+0,-16.0276E-3,,233.5254E+3,,32.4603E-3,8.4008E+0,-562.3824E-9,-1.0000E+0,721.3332E+0,-11.2476E-3,,-20.4232E+3,,39.0181E-3,8.4008E+0,-499.4872E-9,-500.0000E-3,867.0608E+0,-9.9897E-3,,-13.4355E+3,,45.0282E-3,8.4008E+0,-369.5059E-9,000.0000E+0,1.0006E+3,-7.3901E-3,,-6.9997E+3,,50.4544E-3,8.4008E+0,-260.4902E-9,500.0000E-3,1.1212E+3,-5.2098E-3,,-4.5837E+3,,55.2516E-3,8.4008E+0,-260.4902E-9,1.0000E+0,1.2278E+3,-5.2098E-3,,-5.2162E+3,,59.3059E-3,8.4008E+0,-373.6986E-9,1.5000E+0,1.3179E+3,-7.4740E-3,,-5.3493E+3,,62.6413E-3,8.4008E+0,-369.5059E-9,2.0000E+0,1.3920E+3,-7.3901E-3,,-5.3364E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3611E-6,8.5004E+0,-4.8686E-6,-5.0000E+0,52.4675E-3,-97.3712E-3,,7.4785E+6,,2.2144E-6,8.5004E+0,-3.9461E-6,-4.5000E+0,49.2086E-3,-78.9221E-3,,4.5939E+6,,2.0688E-6,8.5004E+0,-3.1578E-6,-4.0000E+0,45.9734E-3,-63.1565E-3,,3.9055E+6,,2.1071E-6,8.5004E+0,-2.5457E-6,-3.5000E+0,46.8249E-3,-50.9131E-3,,3.3568E+6,,2.7256E-3,8.5005E+0,-2.0677E-6,-3.0000E+0,60.5691E+0,-41.3531E-3,,4.6589E+3,,10.1097E-3,8.5004E+0,-1.5897E-6,-2.5000E+0,224.6571E+0,-31.7932E-3,,10.1052E+3,,17.8542E-3,8.5004E+0,-1.0823E-6,-2.0000E+0,396.7551E+0,-21.6462E-3,,15.9294E+3,,25.3754E-3,8.5005E+0,-742.6788E-9,-1.5000E+0,563.8911E+0,-14.8536E-3,,41.8874E+3,,32.4572E-3,8.5005E+0,-642.0487E-9,-1.0000E+0,721.2634E+0,-12.8410E-3,,-31.7558E+3,,39.0101E-3,8.5005E+0,-562.3824E-9,-500.0000E-3,866.8830E+0,-11.2476E-3,,-12.4620E+3,,45.0117E-3,8.5005E+0,-436.5938E-9,000.0000E+0,1.0002E+3,-8.7319E-3,,-6.0312E+3,,50.4344E-3,8.5005E+0,-243.7173E-9,500.0000E-3,1.1208E+3,-4.8743E-3,,-4.9894E+3,,55.2329E-3,8.5005E+0,-205.9805E-9,1.0000E+0,1.2274E+3,-4.1196E-3,,-5.3397E+3,,59.2878E-3,8.5005E+0,-302.4197E-9,1.5000E+0,1.3175E+3,-6.0484E-3,,-5.5124E+3,,62.6234E-3,8.5005E+0,-382.0860E-9,2.0000E+0,1.3916E+3,-7.6417E-3,,-5.5794E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3944E-6,8.6005E+0,-4.8979E-6,-5.0000E+0,53.2093E-3,-97.9581E-3,,2.9971E+6,,2.2391E-6,8.6004E+0,-3.9671E-6,-4.5000E+0,49.7584E-3,-79.3414E-3,,4.0440E+6,,2.0936E-6,8.6004E+0,-3.2459E-6,-4.0000E+0,46.5242E-3,-64.9176E-3,,4.0358E+6,,2.1428E-6,8.6004E+0,-2.5415E-6,-3.5000E+0,47.6167E-3,-50.8292E-3,,2.8081E+6,,2.7475E-3,8.6005E+0,-2.0593E-6,-3.0000E+0,61.0542E+0,-41.1854E-3,,4.5831E+3,,10.1189E-3,8.6005E+0,-1.5687E-6,-2.5000E+0,224.8614E+0,-31.3739E-3,,10.8801E+3,,17.8583E-3,8.6005E+0,-1.1620E-6,-2.0000E+0,396.8479E+0,-23.2396E-3,,23.9539E+3,,25.3753E-3,8.6005E+0,-784.6083E-9,-1.5000E+0,563.8896E+0,-15.6922E-3,,-1.4920E+6,,32.4535E-3,8.6005E+0,-612.6975E-9,-1.0000E+0,721.1810E+0,-12.2539E-3,,-26.9868E+3,,39.0005E-3,8.6005E+0,-520.4529E-9,-500.0000E-3,866.6700E+0,-10.4091E-3,,-10.4367E+3,,44.9966E-3,8.6005E+0,-365.3131E-9,000.0000E+0,999.9142E+0,-7.3063E-3,,-6.6407E+3,,50.4115E-3,8.6006E+0,-264.6811E-9,500.0000E-3,1.1202E+3,-5.2936E-3,,-4.3559E+3,,55.2120E-3,8.6006E+0,-226.9444E-9,1.0000E+0,1.2269E+3,-4.5389E-3,,-4.7874E+3,,59.2706E-3,8.6006E+0,-344.3492E-9,1.5000E+0,1.3171E+3,-6.8870E-3,,-5.8179E+3,,62.6030E-3,8.6006E+0,-352.7348E-9,2.0000E+0,1.3912E+3,-7.0547E-3,,-4.8842E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4161E-6,8.7005E+0,-4.9273E-6,-5.0000E+0,53.6914E-3,-98.5452E-3,,4.6109E+6,,2.2588E-6,8.7005E+0,-3.9293E-6,-4.5000E+0,50.1941E-3,-78.5866E-3,,5.1016E+6,,2.1116E-6,8.7005E+0,-3.2207E-6,-4.0000E+0,46.9229E-3,-64.4144E-3,,5.5758E+6,,2.2015E-6,8.7005E+0,-2.5624E-6,-3.5000E+0,48.9211E-3,-51.2485E-3,,1.7042E+6,,2.7635E-3,8.7005E+0,-2.1054E-6,-3.0000E+0,61.4112E+0,-42.1079E-3,,6.2273E+3,,10.1281E-3,8.7005E+0,-1.6022E-6,-2.5000E+0,225.0670E+0,-32.0447E-3,,10.8108E+3,,17.8654E-3,8.7005E+0,-1.1326E-6,-2.0000E+0,397.0039E+0,-22.6525E-3,,14.2468E+3,,25.3750E-3,8.7005E+0,-826.5397E-9,-1.5000E+0,563.8837E+0,-16.5308E-3,,-378.2238E+3,,32.4482E-3,8.7006E+0,-600.1192E-9,-1.0000E+0,721.0639E+0,-12.0024E-3,,-18.9787E+3,,38.9916E-3,8.7006E+0,-528.8384E-9,-500.0000E-3,866.4722E+0,-10.5768E-3,,-11.2365E+3,,44.9809E-3,8.7006E+0,-335.9619E-9,000.0000E+0,999.5649E+0,-6.7192E-3,,-6.3632E+3,,50.3912E-3,8.7006E+0,-294.0324E-9,500.0000E-3,1.1198E+3,-5.8806E-3,,-4.9415E+3,,55.1910E-3,8.7006E+0,-247.9101E-9,1.0000E+0,1.2265E+3,-4.9582E-3,,-4.7562E+3,,59.2513E-3,8.7006E+0,-306.6107E-9,1.5000E+0,1.3167E+3,-6.1322E-3,,-5.1839E+3,,62.5839E-3,8.7006E+0,-394.6643E-9,2.0000E+0,1.3907E+3,-7.8933E-3,,-5.2471E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4433E-6,8.8005E+0,-4.9482E-6,-5.0000E+0,54.2949E-3,-98.9645E-3,,3.6831E+6,,2.2875E-6,8.8005E+0,-3.9796E-6,-4.5000E+0,50.8324E-3,-79.5930E-3,,3.4821E+6,,2.1365E-6,8.8005E+0,-3.2249E-6,-4.0000E+0,47.4778E-3,-64.4983E-3,,4.0056E+6,,2.2251E-6,8.8005E+0,-2.5750E-6,-3.5000E+0,49.4463E-3,-51.5001E-3,,4.2340E+6,,2.7816E-3,8.8005E+0,-2.1599E-6,-3.0000E+0,61.8137E+0,-43.1980E-3,,5.5210E+3,,10.1364E-3,8.8005E+0,-1.5729E-6,-2.5000E+0,225.2516E+0,-31.4577E-3,,12.0391E+3,,17.8705E-3,8.8005E+0,-1.2081E-6,-2.0000E+0,397.1174E+0,-24.1620E-3,,19.5905E+3,,25.3747E-3,8.8006E+0,-818.1541E-9,-1.5000E+0,563.8760E+0,-16.3631E-3,,-290.2514E+3,,32.4433E-3,8.8006E+0,-621.0830E-9,-1.0000E+0,720.9539E+0,-12.4217E-3,,-20.2174E+3,,38.9810E-3,8.8006E+0,-541.4167E-9,-500.0000E-3,866.2352E+0,-10.8283E-3,,-9.3805E+3,,44.9643E-3,8.8006E+0,-394.6643E-9,000.0000E+0,999.1977E+0,-7.8933E-3,,-6.0537E+3,,50.3690E-3,8.8006E+0,-285.6468E-9,500.0000E-3,1.1193E+3,-5.7129E-3,,-4.4973E+3,,55.1691E-3,8.8006E+0,-180.8239E-9,1.0000E+0,1.2260E+3,-3.6165E-3,,-4.5821E+3,,59.2365E-3,8.8006E+0,-310.8053E-9,1.5000E+0,1.3164E+3,-6.2161E-3,,-6.7646E+3,,62.5649E-3,8.8006E+0,-361.1203E-9,2.0000E+0,1.3903E+3,-7.2224E-3,,-5.2540E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4658E-6,8.9001E+0,-4.9608E-6,-5.0000E+0,54.7950E-3,-99.2160E-3,,4.4257E+6,,2.3093E-6,8.9001E+0,-4.0132E-6,-4.5000E+0,51.3183E-3,-80.2639E-3,,4.5563E+6,,2.1542E-6,8.9001E+0,-3.2123E-6,-4.0000E+0,47.8704E-3,-64.2467E-3,,5.6391E+6,,2.1994E-6,8.9002E+0,-2.6379E-6,-3.5000E+0,48.8753E-3,-52.7580E-3,,-3.8777E+6,,2.7984E-3,8.9002E+0,-2.1012E-6,-3.0000E+0,62.1870E+0,-42.0240E-3,,5.9310E+3,,10.1440E-3,8.9001E+0,-1.6064E-6,-2.5000E+0,225.4209E+0,-32.1286E-3,,13.0799E+3,,17.8734E-3,8.9002E+0,-1.2249E-6,-2.0000E+0,397.1827E+0,-24.4974E-3,,33.8692E+3,,25.3737E-3,8.9002E+0,-830.7325E-9,-1.5000E+0,563.8548E+0,-16.6146E-3,,-104.2504E+3,,32.4372E-3,8.9002E+0,-612.6975E-9,-1.0000E+0,720.8192E+0,-12.2539E-3,,-16.4340E+3,,38.9688E-3,8.9002E+0,-537.2240E-9,-500.0000E-3,865.9639E+0,-10.7445E-3,,-8.1576E+3,,44.9477E-3,8.9002E+0,-356.9276E-9,000.0000E+0,998.8271E+0,-7.1386E-3,,-5.9730E+3,,50.3453E-3,8.9002E+0,-189.2095E-9,500.0000E-3,1.1188E+3,-3.7842E-3,,-4.2131E+3,,55.1458E-3,8.9002E+0,-285.6468E-9,1.0000E+0,1.2255E+3,-5.7129E-3,,-4.2783E+3,,59.2174E-3,8.9002E+0,-344.3492E-9,1.5000E+0,1.3159E+3,-6.8870E-3,,-5.2128E+3,,62.5430E-3,8.9002E+0,-373.6986E-9,2.0000E+0,1.3898E+3,-7.4740E-3,,-4.5538E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4776E-6,9.0002E+0,-5.0321E-6,-5.0000E+0,55.0566E-3,-100.6417E-3,,8.4981E+6,,2.3306E-6,9.0002E+0,-4.0383E-6,-4.5000E+0,51.7904E-3,-80.7670E-3,,4.7093E+6,,2.1679E-6,9.0002E+0,-3.3172E-6,-4.0000E+0,48.1742E-3,-66.3432E-3,,7.3170E+6,,2.2268E-6,9.0002E+0,-2.6211E-6,-3.5000E+0,49.4842E-3,-52.4225E-3,,3.6498E+6,,2.8157E-3,9.0002E+0,-2.1054E-6,-3.0000E+0,62.5702E+0,-42.1079E-3,,5.8012E+3,,10.1513E-3,9.0002E+0,-1.5897E-6,-2.5000E+0,225.5813E+0,-31.7932E-3,,13.8555E+3,,17.8767E-3,9.0002E+0,-1.2207E-6,-2.0000E+0,397.2571E+0,-24.4136E-3,,29.9041E+3,,25.3713E-3,9.0002E+0,-847.5054E-9,-1.5000E+0,563.8016E+0,-16.9501E-3,,-41.7943E+3,,32.4285E-3,9.0002E+0,-537.2240E-9,-1.0000E+0,720.6270E+0,-10.7445E-3,,-11.5653E+3,,38.9585E-3,9.0002E+0,-583.3481E-9,-500.0000E-3,865.7350E+0,-11.6670E-3,,-9.7126E+3,,44.9293E-3,9.0003E+0,-365.3131E-9,000.0000E+0,998.4199E+0,-7.3063E-3,,-5.4595E+3,,50.3228E-3,9.0003E+0,-231.1390E-9,500.0000E-3,1.1183E+3,-4.6228E-3,,-4.4418E+3,,55.1212E-3,9.0003E+0,-256.2956E-9,1.0000E+0,1.2249E+3,-5.1259E-3,,-4.0580E+3,,59.2018E-3,9.0003E+0,-361.1203E-9,1.5000E+0,1.3156E+3,-7.2224E-3,,-6.3968E+3,,62.5246E-3,9.0003E+0,-386.2770E-9,2.0000E+0,1.3894E+3,-7.7255E-3,,-5.4273E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5079E-6,9.1002E+0,-5.0572E-6,-5.0000E+0,55.7306E-3,-101.1448E-3,,3.2987E+6,,2.3486E-6,9.1002E+0,-4.0551E-6,-4.5000E+0,52.1905E-3,-81.1024E-3,,5.5549E+6,,2.1897E-6,9.1002E+0,-3.2501E-6,-4.0000E+0,48.6605E-3,-65.0014E-3,,4.5707E+6,,2.2467E-6,9.1002E+0,-2.6714E-6,-3.5000E+0,49.9261E-3,-53.4289E-3,,5.0299E+6,,2.8306E-3,9.1002E+0,-2.1347E-6,-3.0000E+0,62.9020E+0,-42.6949E-3,,6.6987E+3,,10.1586E-3,9.1002E+0,-1.6316E-6,-2.5000E+0,225.7441E+0,-32.6318E-3,,13.6521E+3,,17.8801E-3,9.1002E+0,-1.2081E-6,-2.0000E+0,397.3314E+0,-24.1620E-3,,29.9010E+3,,25.3690E-3,9.1002E+0,-839.1180E-9,-1.5000E+0,563.7500E+0,-16.7824E-3,,-43.0355E+3,,32.4215E-3,9.1003E+0,-621.0830E-9,-1.0000E+0,720.4705E+0,-12.4217E-3,,-14.2013E+3,,38.9440E-3,9.1003E+0,-600.1192E-9,-500.0000E-3,865.4134E+0,-12.0024E-3,,-6.9117E+3,,44.9114E-3,9.1003E+0,-356.9276E-9,000.0000E+0,998.0209E+0,-7.1386E-3,,-5.5712E+3,,50.2999E-3,9.1003E+0,-218.5607E-9,500.0000E-3,1.1178E+3,-4.3712E-3,,-4.3619E+3,,55.0953E-3,9.1003E+0,-281.4540E-9,1.0000E+0,1.2243E+3,-5.6291E-3,,-3.8701E+3,,59.1858E-3,9.1003E+0,-314.9980E-9,1.5000E+0,1.3152E+3,-6.3000E-3,,-6.2638E+3,,62.5035E-3,9.1003E+0,-424.0155E-9,2.0000E+0,1.3890E+3,-8.4803E-3,,-4.7512E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5365E-6,9.1999E+0,-5.0237E-6,-5.0000E+0,56.3668E-3,-100.4739E-3,,3.4834E+6,,2.3772E-6,9.1999E+0,-4.0887E-6,-4.5000E+0,52.8262E-3,-81.7733E-3,,3.4860E+6,,2.2079E-6,9.1999E+0,-3.2375E-6,-4.0000E+0,49.0630E-3,-64.7499E-3,,5.5065E+6,,2.2654E-6,9.1999E+0,-2.6756E-6,-3.5000E+0,50.3418E-3,-53.5127E-3,,5.3315E+6,,2.8450E-3,9.2000E+0,-2.1180E-6,-3.0000E+0,63.2215E+0,-42.3594E-3,,6.9369E+3,,10.1646E-3,9.1999E+0,-1.6064E-6,-2.5000E+0,225.8773E+0,-32.1286E-3,,16.6429E+3,,17.8823E-3,9.2000E+0,-1.2165E-6,-2.0000E+0,397.3797E+0,-24.3297E-3,,45.9180E+3,,25.3660E-3,9.2000E+0,-864.2746E-9,-1.5000E+0,563.6822E+0,-17.2855E-3,,-32.7048E+3,,32.4140E-3,9.2000E+0,-646.2415E-9,-1.0000E+0,720.3049E+0,-12.9248E-3,,-13.3836E+3,,38.9321E-3,9.2000E+0,-541.4167E-9,-500.0000E-3,865.1499E+0,-10.8283E-3,,-8.4096E+3,,44.8933E-3,9.2000E+0,-419.8209E-9,000.0000E+0,997.6187E+0,-8.3964E-3,,-5.5100E+3,,50.2771E-3,9.2000E+0,-180.8239E-9,500.0000E-3,1.1173E+3,-3.6165E-3,,-4.3768E+3,,55.0711E-3,9.2000E+0,-243.7173E-9,1.0000E+0,1.2238E+3,-4.8743E-3,,-4.1156E+3,,59.1664E-3,9.2000E+0,-340.1565E-9,1.5000E+0,1.3148E+3,-6.8031E-3,,-5.1447E+3,,62.4840E-3,9.2000E+0,-444.9794E-9,2.0000E+0,1.3885E+3,-8.8996E-3,,-5.1141E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5492E-6,9.3000E+0,-5.1076E-6,-5.0000E+0,56.6480E-3,-102.1511E-3,,7.9053E+6,,2.3935E-6,9.2999E+0,-4.0383E-6,-4.5000E+0,53.1884E-3,-80.7670E-3,,6.1381E+6,,2.2361E-6,9.3000E+0,-3.2920E-6,-4.0000E+0,49.6906E-3,-65.8400E-3,,3.5417E+6,,2.2921E-6,9.3000E+0,-2.6631E-6,-3.5000E+0,50.9344E-3,-53.2611E-3,,3.7511E+6,,2.8593E-3,9.3000E+0,-2.2018E-6,-3.0000E+0,63.5395E+0,-44.0366E-3,,6.9904E+3,,10.1714E-3,9.3000E+0,-1.6358E-6,-2.5000E+0,226.0296E+0,-32.7157E-3,,14.5935E+3,,17.8842E-3,9.3000E+0,-1.2207E-6,-2.0000E+0,397.4220E+0,-24.4136E-3,,52.5008E+3,,25.3627E-3,9.3000E+0,-847.5054E-9,-1.5000E+0,563.6108E+0,-16.9501E-3,,-31.1521E+3,,32.4051E-3,9.3000E+0,-616.8921E-9,-1.0000E+0,720.1059E+0,-12.3378E-3,,-11.1708E+3,,38.9187E-3,9.3000E+0,-520.4529E-9,-500.0000E-3,864.8513E+0,-10.4091E-3,,-7.4446E+3,,44.8752E-3,9.3000E+0,-356.9276E-9,000.0000E+0,997.2174E+0,-7.1386E-3,,-5.5389E+3,,50.2540E-3,9.3001E+0,-256.2956E-9,500.0000E-3,1.1167E+3,-5.1259E-3,,-4.3306E+3,,55.0464E-3,9.3001E+0,-268.8739E-9,1.0000E+0,1.2232E+3,-5.3775E-3,,-4.0489E+3,,59.1478E-3,9.3001E+0,-377.8914E-9,1.5000E+0,1.3144E+3,-7.5578E-3,,-5.3836E+3,,62.4641E-3,9.3001E+0,-432.4011E-9,2.0000E+0,1.3881E+3,-8.6480E-3,,-5.0282E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
