DrainI(1),DrainV(1),GateI(1),GateV(1),IDRAIN(1),IGATE(1),IDMAX(1),RD(1),IGLEAK(1),DrainI(2),DrainV(2),GateI(2),GateV(2),IDRAIN(2),IGATE(2),IDMAX(2),RD(2),IGLEAK(2),DrainI(3),DrainV(3),GateI(3),GateV(3),IDRAIN(3),IGATE(3),IDMAX(3),RD(3),IGLEAK(3),DrainI(4),DrainV(4),GateI(4),GateV(4),IDRAIN(4),IGATE(4),IDMAX(4),RD(4),IGLEAK(4),DrainI(5),DrainV(5),GateI(5),GateV(5),IDRAIN(5),IGATE(5),IDMAX(5),RD(5),IGLEAK(5),DrainI(6),DrainV(6),GateI(6),GateV(6),IDRAIN(6),IGATE(6),IDMAX(6),RD(6),IGLEAK(6),DrainI(7),DrainV(7),GateI(7),GateV(7),IDRAIN(7),IGATE(7),IDMAX(7),RD(7),IGLEAK(7),DrainI(8),DrainV(8),GateI(8),GateV(8),IDRAIN(8),IGATE(8),IDMAX(8),RD(8),IGLEAK(8),DrainI(9),DrainV(9),GateI(9),GateV(9),IDRAIN(9),IGATE(9),IDMAX(9),RD(9),IGLEAK(9),DrainI(10),DrainV(10),GateI(10),GateV(10),IDRAIN(10),IGATE(10),IDMAX(10),RD(10),IGLEAK(10),DrainI(11),DrainV(11),GateI(11),GateV(11),IDRAIN(11),IGATE(11),IDMAX(11),RD(11),IGLEAK(11),DrainI(12),DrainV(12),GateI(12),GateV(12),IDRAIN(12),IGATE(12),IDMAX(12),RD(12),IGLEAK(12),DrainI(13),DrainV(13),GateI(13),GateV(13),IDRAIN(13),IGATE(13),IDMAX(13),RD(13),IGLEAK(13),DrainI(14),DrainV(14),GateI(14),GateV(14),IDRAIN(14),IGATE(14),IDMAX(14),RD(14),IGLEAK(14),DrainI(15),DrainV(15),GateI(15),GateV(15),IDRAIN(15),IGATE(15),IDMAX(15),RD(15),IGLEAK(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1656E-6,3.3999E+0,-3.4933E-6,-5.0000E+0,25.9029E-3,-69.8653E-3,,4.6385E+6,,1.0009E-6,3.3999E+0,-2.6924E-6,-4.5000E+0,22.2413E-3,-53.8482E-3,,3.8128E+6,,860.1655E-9,3.4000E+0,-1.9586E-6,-4.0000E+0,19.1146E-3,-39.1728E-3,,3.9404E+6,,816.9834E-9,3.4001E+0,-1.3003E-6,-3.5000E+0,18.1550E-3,-26.0069E-3,,4.5788E+6,,1.2719E-3,3.4000E+0,-1.0110E-6,-3.0000E+0,28.2647E+0,-20.2206E-3,,18.7742E+3,,8.1438E-3,3.4001E+0,-696.5583E-9,-2.5000E+0,180.9720E+0,-13.9312E-3,,5.5912E+3,,16.4309E-3,3.4000E+0,-482.7161E-9,-2.0000E+0,365.1282E+0,-9.6543E-3,,4.0747E+3,,24.4869E-3,3.4000E+0,-260.4902E-9,-1.5000E+0,544.1469E+0,-5.2098E-3,,4.2441E+3,,32.0466E-3,3.4000E+0,-180.8239E-9,-1.0000E+0,712.1403E+0,-3.6165E-3,,6.0293E+3,,38.9713E-3,3.4001E+0,-197.5932E-9,-500.0000E-3,866.0193E+0,-3.9519E-3,,3.8630E+3,,45.0812E-3,3.4001E+0,-205.9805E-9,000.0000E+0,1.0018E+3,-4.1196E-3,,1.2033E+3,,49.8631E-3,3.4001E+0,-155.6637E-9,500.0000E-3,1.1081E+3,-3.1133E-3,,336.4481E+0,,52.7902E-3,3.4001E+0,-235.3318E-9,1.0000E+0,1.1731E+3,-4.7066E-3,,187.9270E+0,,54.3802E-3,3.4001E+0,-319.1890E-9,1.5000E+0,1.2084E+3,-6.3838E-3,,153.8178E+0,,55.5544E-3,3.4001E+0,-386.2770E-9,2.0000E+0,1.2345E+3,-7.7255E-3,,145.3393E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1914E-6,3.4996E+0,-3.5520E-6,-5.0000E+0,26.4754E-3,-71.0393E-3,,3.8699E+6,,1.0217E-6,3.4996E+0,-2.7343E-6,-4.5000E+0,22.7035E-3,-54.6868E-3,,4.7931E+6,,886.2964E-9,3.4998E+0,-1.9586E-6,-4.0000E+0,19.6953E-3,-39.1728E-3,,3.8160E+6,,841.5312E-9,3.4998E+0,-1.3465E-6,-3.5000E+0,18.7005E-3,-26.9293E-3,,4.0614E+6,,1.2831E-3,3.4997E+0,-1.0362E-6,-3.0000E+0,28.5125E+0,-20.7237E-3,,8.9408E+3,,8.1660E-3,3.4998E+0,-776.2246E-9,-2.5000E+0,181.4651E+0,-15.5245E-3,,4.4923E+3,,16.4533E-3,3.4997E+0,-499.4872E-9,-2.0000E+0,365.6252E+0,-9.9897E-3,,4.4566E+3,,24.4985E-3,3.4997E+0,-252.1028E-9,-1.5000E+0,544.4055E+0,-5.0421E-3,,8.5687E+3,,32.0632E-3,3.4997E+0,-193.4022E-9,-1.0000E+0,712.5093E+0,-3.8680E-3,,6.0044E+3,,38.9931E-3,3.4997E+0,-235.3318E-9,-500.0000E-3,866.5046E+0,-4.7066E-3,,4.5639E+3,,45.1451E-3,3.4998E+0,-222.7516E-9,000.0000E+0,1.0032E+3,-4.4550E-3,,1.5621E+3,,50.0997E-3,3.4998E+0,-147.2781E-9,500.0000E-3,1.1133E+3,-2.9456E-3,,421.3624E+0,,53.2671E-3,3.4998E+0,-122.1215E-9,1.0000E+0,1.1837E+3,-2.4424E-3,,209.0127E+0,,54.9844E-3,3.4998E+0,-335.9619E-9,1.5000E+0,1.2219E+3,-6.7192E-3,,165.0043E+0,,56.1996E-3,3.4998E+0,-411.4372E-9,2.0000E+0,1.2489E+3,-8.2287E-3,,154.5308E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2128E-6,3.5997E+0,-3.5436E-6,-5.0000E+0,26.9500E-3,-70.8716E-3,,4.6838E+6,,1.0483E-6,3.5997E+0,-2.7553E-6,-4.5000E+0,23.2952E-3,-55.1061E-3,,3.7567E+6,,905.0341E-9,3.5997E+0,-1.9712E-6,-4.0000E+0,20.1117E-3,-39.4244E-3,,5.3315E+6,,858.2945E-9,3.5999E+0,-1.3758E-6,-3.5000E+0,19.0730E-3,-27.5164E-3,,5.9671E+6,,1.2909E-3,3.5997E+0,-1.1117E-6,-3.0000E+0,28.6874E+0,-22.2332E-3,,12.7094E+3,,8.1922E-3,3.5998E+0,-780.4174E-9,-2.5000E+0,182.0471E+0,-15.6083E-3,,3.8193E+3,,16.4735E-3,3.5997E+0,-449.1721E-9,-2.0000E+0,366.0731E+0,-8.9834E-3,,4.9627E+3,,24.5162E-3,3.5997E+0,-231.1390E-9,-1.5000E+0,544.7987E+0,-4.6228E-3,,5.6529E+3,,32.0742E-3,3.5998E+0,-189.2095E-9,-1.0000E+0,712.7519E+0,-3.7842E-3,,9.1606E+3,,39.0123E-3,3.5998E+0,-260.4902E-9,-500.0000E-3,866.9320E+0,-5.2098E-3,,5.2006E+3,,45.1922E-3,3.5998E+0,-201.7878E-9,000.0000E+0,1.0043E+3,-4.0358E-3,,2.1240E+3,,50.2843E-3,3.5998E+0,-172.4366E-9,500.0000E-3,1.1174E+3,-3.4487E-3,,541.8074E+0,,53.6909E-3,3.5998E+0,-96.9630E-9,1.0000E+0,1.1931E+3,-1.9393E-3,,236.0514E+0,,55.5498E-3,3.5998E+0,-373.6986E-9,1.5000E+0,1.2344E+3,-7.4740E-3,,176.9307E+0,,56.8122E-3,3.5998E+0,-314.9980E-9,2.0000E+0,1.2625E+3,-6.3000E-3,,163.2775E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2393E-6,3.6997E+0,-3.5562E-6,-5.0000E+0,27.5393E-3,-71.1232E-3,,3.7726E+6,,1.0723E-6,3.6997E+0,-2.8434E-6,-4.5000E+0,23.8292E-3,-56.8671E-3,,4.1633E+6,,925.6335E-9,3.6997E+0,-2.0006E-6,-4.0000E+0,20.5694E-3,-40.0114E-3,,4.8570E+6,,878.9979E-9,3.6999E+0,-1.4471E-6,-3.5000E+0,19.5331E-3,-28.9420E-3,,4.8328E+6,,1.3016E-3,3.6998E+0,-1.0991E-6,-3.0000E+0,28.9252E+0,-21.9817E-3,,9.3500E+3,,8.2193E-3,3.6999E+0,-776.2246E-9,-2.5000E+0,182.6502E+0,-15.5245E-3,,3.6864E+3,,16.4930E-3,3.6998E+0,-465.9450E-9,-2.0000E+0,366.5077E+0,-9.3189E-3,,5.1155E+3,,24.5294E-3,3.6998E+0,-243.7173E-9,-1.5000E+0,545.0930E+0,-4.8743E-3,,7.5550E+3,,32.0852E-3,3.6998E+0,-218.5607E-9,-1.0000E+0,712.9977E+0,-4.3712E-3,,9.0467E+3,,39.0256E-3,3.6998E+0,-268.8739E-9,-500.0000E-3,867.2264E+0,-5.3775E-3,,7.5534E+3,,45.2282E-3,3.6998E+0,-222.7516E-9,000.0000E+0,1.0051E+3,-4.4550E-3,,2.7750E+3,,50.4266E-3,3.6998E+0,-138.8944E-9,500.0000E-3,1.1206E+3,-2.7779E-3,,702.8176E+0,,54.0629E-3,3.6999E+0,-130.5070E-9,1.0000E+0,1.2014E+3,-2.6101E-3,,268.9254E+0,,56.0721E-3,3.6999E+0,-306.6107E-9,1.5000E+0,1.2460E+3,-6.1322E-3,,191.5408E+0,,57.3861E-3,3.6999E+0,-373.6986E-9,2.0000E+0,1.2752E+3,-7.4740E-3,,174.3079E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2638E-6,3.7998E+0,-3.5855E-6,-5.0000E+0,28.0842E-3,-71.7102E-3,,4.0797E+6,,1.1013E-6,3.7998E+0,-2.8308E-6,-4.5000E+0,24.4725E-3,-56.6155E-3,,3.4559E+6,,955.7148E-9,3.7998E+0,-2.0760E-6,-4.0000E+0,21.2379E-3,-41.5208E-3,,3.3261E+6,,898.9093E-9,3.7998E+0,-1.4597E-6,-3.5000E+0,19.9756E-3,-29.1935E-3,,5.0145E+6,,1.3129E-3,3.7998E+0,-1.1913E-6,-3.0000E+0,29.1759E+0,-23.8265E-3,,8.8678E+3,,8.2536E-3,3.7999E+0,-876.8548E-9,-2.5000E+0,183.4105E+0,-17.5371E-3,,2.9240E+3,,16.5170E-3,3.7998E+0,-491.1017E-9,-2.0000E+0,367.0403E+0,-9.8220E-3,,4.1747E+3,,24.5413E-3,3.7998E+0,-256.2956E-9,-1.5000E+0,545.3562E+0,-5.1259E-3,,8.4473E+3,,32.0943E-3,3.7999E+0,-197.5932E-9,-1.0000E+0,713.2000E+0,-3.9519E-3,,10.9886E+3,,39.0397E-3,3.7999E+0,-294.0324E-9,-500.0000E-3,867.5407E+0,-5.8806E-3,,7.0744E+3,,45.2604E-3,3.7999E+0,-247.9101E-9,000.0000E+0,1.0058E+3,-4.9582E-3,,3.1118E+3,,50.5326E-3,3.7999E+0,-189.2095E-9,500.0000E-3,1.1229E+3,-3.7842E-3,,944.5076E+0,,54.3808E-3,3.7999E+0,-122.1215E-9,1.0000E+0,1.2085E+3,-2.4424E-3,,314.7632E+0,,56.5510E-3,3.7999E+0,-277.2595E-9,1.5000E+0,1.2567E+3,-5.5452E-3,,208.9245E+0,,57.9262E-3,3.7999E+0,-327.5763E-9,2.0000E+0,1.2872E+3,-6.5515E-3,,185.2413E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2831E-6,3.8995E+0,-3.5939E-6,-5.0000E+0,28.5136E-3,-71.8779E-3,,5.1591E+6,,1.1273E-6,3.8994E+0,-2.9188E-6,-4.5000E+0,25.0507E-3,-58.3766E-3,,3.8309E+6,,975.7473E-9,3.8994E+0,-2.0341E-6,-4.0000E+0,21.6831E-3,-40.6823E-3,,4.9765E+6,,942.0730E-9,3.8995E+0,-1.4723E-6,-3.5000E+0,20.9347E-3,-29.4451E-3,,2.3097E+6,,1.3228E-3,3.8995E+0,-1.1704E-6,-3.0000E+0,29.3956E+0,-23.4073E-3,,10.0839E+3,,8.2878E-3,3.8996E+0,-822.3451E-9,-2.5000E+0,184.1722E+0,-16.4469E-3,,2.9083E+3,,16.5422E-3,3.8995E+0,-482.7161E-9,-2.0000E+0,367.6007E+0,-9.6543E-3,,3.9527E+3,,24.5568E-3,3.8995E+0,-239.5245E-9,-1.5000E+0,545.7016E+0,-4.7905E-3,,6.4148E+3,,32.1031E-3,3.8995E+0,-210.1733E-9,-1.0000E+0,713.3942E+0,-4.2035E-3,,11.4058E+3,,39.0505E-3,3.8995E+0,-226.9444E-9,-500.0000E-3,867.7801E+0,-4.5389E-3,,9.2497E+3,,45.2840E-3,3.8996E+0,-294.0324E-9,000.0000E+0,1.0063E+3,-5.8806E-3,,4.2233E+3,,50.6162E-3,3.8996E+0,-172.4366E-9,500.0000E-3,1.1248E+3,-3.4487E-3,,1.1916E+3,,54.6452E-3,3.8996E+0,-205.9805E-9,1.0000E+0,1.2143E+3,-4.1196E-3,,377.0906E+0,,56.9880E-3,3.8996E+0,-323.3836E-9,1.5000E+0,1.2664E+3,-6.4677E-3,,228.0924E+0,,58.4299E-3,3.8996E+0,-382.0860E-9,2.0000E+0,1.2984E+3,-7.6417E-3,,197.9540E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3135E-6,3.9995E+0,-3.5981E-6,-5.0000E+0,29.1896E-3,-71.9618E-3,,3.2886E+6,,1.1547E-6,3.9995E+0,-2.9314E-6,-4.5000E+0,25.6605E-3,-58.6282E-3,,3.6461E+6,,1.0029E-6,3.9995E+0,-2.0677E-6,-4.0000E+0,22.2865E-3,-41.3531E-3,,3.6843E+6,,970.0277E-9,3.9995E+0,-1.5016E-6,-3.5000E+0,21.5560E-3,-30.0321E-3,,3.5786E+6,,1.3392E-3,3.9995E+0,-1.1704E-6,-3.0000E+0,29.7587E+0,-23.4073E-3,,6.1223E+3,,8.3314E-3,3.9997E+0,-834.9252E-9,-2.5000E+0,185.1395E+0,-16.6985E-3,,2.2984E+3,,16.5726E-3,3.9996E+0,-524.6457E-9,-2.0000E+0,368.2762E+0,-10.4929E-3,,3.2915E+3,,24.5670E-3,3.9996E+0,-268.8739E-9,-1.5000E+0,545.9274E+0,-5.3775E-3,,9.8417E+3,,32.1112E-3,3.9996E+0,-226.9444E-9,-1.0000E+0,713.5753E+0,-4.5389E-3,,12.2795E+3,,39.0565E-3,3.9996E+0,-319.1890E-9,-500.0000E-3,867.9146E+0,-6.3838E-3,,16.5369E+3,,45.3010E-3,3.9996E+0,-252.1028E-9,000.0000E+0,1.0067E+3,-5.0421E-3,,5.8689E+3,,50.6786E-3,3.9996E+0,-138.8944E-9,500.0000E-3,1.1262E+3,-2.7779E-3,,1.6042E+3,,54.8630E-3,3.9996E+0,-130.5070E-9,1.0000E+0,1.2192E+3,-2.6101E-3,,459.2595E+0,,57.3852E-3,3.9996E+0,-314.9980E-9,1.5000E+0,1.2752E+3,-6.3000E-3,,251.9384E+0,,58.9020E-3,3.9996E+0,-390.4697E-9,2.0000E+0,1.3089E+3,-7.8094E-3,,211.8949E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3364E-6,4.0996E+0,-3.6316E-6,-5.0000E+0,29.6972E-3,-72.6326E-3,,4.3840E+6,,1.1781E-6,4.0996E+0,-2.9482E-6,-4.5000E+0,26.1798E-3,-58.9636E-3,,4.2850E+6,,1.0212E-6,4.0996E+0,-2.1096E-6,-4.0000E+0,22.6926E-3,-42.1917E-3,,5.4787E+6,,979.1684E-9,4.0996E+0,-1.5687E-6,-3.5000E+0,21.7591E-3,-31.3739E-3,,10.9555E+6,,1.3587E-3,4.0997E+0,-1.1871E-6,-3.0000E+0,30.1926E+0,-23.7427E-3,,5.1283E+3,,8.3717E-3,4.0998E+0,-868.4692E-9,-2.5000E+0,186.0353E+0,-17.3694E-3,,2.4840E+3,,16.6118E-3,4.0997E+0,-482.7161E-9,-2.0000E+0,369.1465E+0,-9.6543E-3,,2.5567E+3,,24.5825E-3,4.0997E+0,-310.8053E-9,-1.5000E+0,546.2719E+0,-6.2161E-3,,6.4592E+3,,32.1169E-3,4.0997E+0,-201.7878E-9,-1.0000E+0,713.7018E+0,-4.0358E-3,,17.5912E+3,,39.0620E-3,4.0997E+0,-314.9980E-9,-500.0000E-3,868.0348E+0,-6.3000E-3,,18.5115E+3,,45.3168E-3,4.0998E+0,-256.2956E-9,000.0000E+0,1.0070E+3,-5.1259E-3,,6.3427E+3,,50.7280E-3,4.0998E+0,-151.4727E-9,500.0000E-3,1.1273E+3,-3.0295E-3,,2.0268E+3,,55.0406E-3,4.0998E+0,-138.8944E-9,1.0000E+0,1.2231E+3,-2.7779E-3,,563.8517E+0,,57.7445E-3,4.0998E+0,-294.0324E-9,1.5000E+0,1.2832E+3,-5.8806E-3,,278.6850E+0,,59.3449E-3,4.0998E+0,-407.2426E-9,2.0000E+0,1.3188E+3,-8.1449E-3,,226.0636E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3593E-6,4.1995E+0,-3.6861E-6,-5.0000E+0,30.2066E-3,-73.7228E-3,,4.3547E+6,,1.1994E-6,4.1995E+0,-2.9775E-6,-4.5000E+0,26.6524E-3,-59.5506E-3,,4.6942E+6,,1.0454E-6,4.1995E+0,-2.0509E-6,-4.0000E+0,23.2312E-3,-41.0177E-3,,4.1193E+6,,993.0932E-9,4.1995E+0,-1.5477E-6,-3.5000E+0,22.0685E-3,-30.9546E-3,,7.1696E+6,,1.3788E-3,4.1995E+0,-1.2374E-6,-3.0000E+0,30.6389E+0,-24.7490E-3,,4.9709E+3,,8.4261E-3,4.1996E+0,-864.2746E-9,-2.5000E+0,187.2454E+0,-17.2855E-3,,1.8332E+3,,16.6510E-3,4.1995E+0,-507.8746E-9,-2.0000E+0,370.0176E+0,-10.1575E-3,,2.5465E+3,,24.5921E-3,4.1995E+0,-327.5763E-9,-1.5000E+0,546.4846E+0,-6.5515E-3,,10.4284E+3,,32.1217E-3,4.1995E+0,-222.7516E-9,-1.0000E+0,713.8084E+0,-4.4550E-3,,20.8042E+3,,39.0651E-3,4.1996E+0,-302.4197E-9,-500.0000E-3,868.1052E+0,-6.0484E-3,,31.4889E+3,,45.3292E-3,4.1996E+0,-273.0685E-9,000.0000E+0,1.0073E+3,-5.4614E-3,,8.0397E+3,,50.7645E-3,4.1996E+0,-185.0149E-9,500.0000E-3,1.1281E+3,-3.7003E-3,,2.7307E+3,,55.1810E-3,4.1996E+0,-189.2095E-9,1.0000E+0,1.2262E+3,-3.7842E-3,,710.8210E+0,,58.0624E-3,4.1996E+0,-331.7691E-9,1.5000E+0,1.2903E+3,-6.6354E-3,,313.9314E+0,,59.7531E-3,4.1996E+0,-394.6643E-9,2.0000E+0,1.3278E+3,-7.8933E-3,,244.5862E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3846E-6,4.2996E+0,-3.7239E-6,-5.0000E+0,30.7684E-3,-74.4776E-3,,3.9627E+6,,1.2274E-6,4.2996E+0,-2.9524E-6,-4.5000E+0,27.2746E-3,-59.0475E-3,,3.5782E+6,,1.0681E-6,4.2996E+0,-2.1347E-6,-4.0000E+0,23.7364E-3,-42.6949E-3,,4.4068E+6,,1.0107E-6,4.2996E+0,-1.6358E-6,-3.5000E+0,22.4593E-3,-32.7157E-3,,5.6959E+6,,1.3913E-3,4.2997E+0,-1.2291E-6,-3.0000E+0,30.9172E+0,-24.5813E-3,,7.9995E+3,,8.4776E-3,4.2998E+0,-889.4349E-9,-2.5000E+0,188.3899E+0,-17.7887E-3,,1.9454E+3,,16.6978E-3,4.2997E+0,-512.0673E-9,-2.0000E+0,371.0585E+0,-10.2413E-3,,2.1390E+3,,24.6116E-3,4.2997E+0,-348.5402E-9,-1.5000E+0,546.9196E+0,-6.9708E-3,,5.1189E+3,,32.1267E-3,4.2997E+0,-260.4902E-9,-1.0000E+0,713.9202E+0,-5.2098E-3,,19.9214E+3,,39.0670E-3,4.2997E+0,-256.2956E-9,-500.0000E-3,868.1474E+0,-5.1259E-3,,52.8386E+3,,45.3362E-3,4.2998E+0,-226.9444E-9,000.0000E+0,1.0075E+3,-4.5389E-3,,14.3584E+3,,50.7932E-3,4.2998E+0,-151.4727E-9,500.0000E-3,1.1287E+3,-3.0295E-3,,3.4942E+3,,55.2929E-3,4.2998E+0,-138.8944E-9,1.0000E+0,1.2287E+3,-2.7779E-3,,895.2458E+0,,58.3464E-3,4.2998E+0,-331.7691E-9,1.5000E+0,1.2966E+3,-6.6354E-3,,352.8304E+0,,60.1318E-3,4.2998E+0,-323.3836E-9,2.0000E+0,1.3362E+3,-6.4677E-3,,264.5303E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4064E-6,4.3998E+0,-3.7490E-6,-5.0000E+0,31.2536E-3,-74.9807E-3,,4.5896E+6,,1.2482E-6,4.3998E+0,-3.0111E-6,-4.5000E+0,27.7380E-3,-60.2215E-3,,4.8047E+6,,1.0951E-6,4.3998E+0,-2.1683E-6,-4.0000E+0,24.3354E-3,-43.3658E-3,,3.7169E+6,,1.0535E-6,4.3998E+0,-1.6190E-6,-3.5000E+0,23.4102E-3,-32.3802E-3,,2.3417E+6,,1.4148E-3,4.3999E+0,-1.2668E-6,-3.0000E+0,31.4406E+0,-25.3360E-3,,4.2538E+3,,8.5277E-3,4.4000E+0,-914.5915E-9,-2.5000E+0,189.5023E+0,-18.2918E-3,,2.0015E+3,,16.7424E-3,4.3999E+0,-549.8023E-9,-2.0000E+0,372.0495E+0,-10.9960E-3,,2.2466E+3,,24.6322E-3,4.3999E+0,-373.6986E-9,-1.5000E+0,547.3759E+0,-7.4740E-3,,4.8795E+3,,32.1293E-3,4.3999E+0,-306.6107E-9,-1.0000E+0,713.9779E+0,-6.1322E-3,,38.5308E+3,,39.0707E-3,4.3999E+0,-331.7691E-9,-500.0000E-3,868.2300E+0,-6.6354E-3,,26.9505E+3,,45.3418E-3,4.3999E+0,-298.2251E-9,000.0000E+0,1.0076E+3,-5.9645E-3,,17.8700E+3,,50.8155E-3,4.4000E+0,-243.7173E-9,500.0000E-3,1.1292E+3,-4.8743E-3,,4.4877E+3,,55.3799E-3,4.4000E+0,-130.5070E-9,1.0000E+0,1.2307E+3,-2.6101E-3,,1.1516E+3,,58.5916E-3,4.4000E+0,-294.0324E-9,1.5000E+0,1.3020E+3,-5.8806E-3,,408.5348E+0,,60.4828E-3,4.4000E+0,-327.5763E-9,2.0000E+0,1.3440E+3,-6.5515E-3,,285.4628E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4329E-6,4.5000E+0,-3.7952E-6,-5.0000E+0,31.8418E-3,-75.9032E-3,,3.7848E+6,,1.2674E-6,4.5000E+0,-2.9733E-6,-4.5000E+0,28.1644E-3,-59.4668E-3,,5.2207E+6,,1.1141E-6,4.5000E+0,-2.1725E-6,-4.0000E+0,24.7580E-3,-43.4496E-3,,5.2673E+6,,1.0837E-6,4.5000E+0,-1.6106E-6,-3.5000E+0,24.0821E-3,-32.2125E-3,,3.3135E+6,,1.4308E-3,4.5001E+0,-1.3003E-6,-3.0000E+0,31.7955E+0,-26.0069E-3,,6.2731E+3,,8.5804E-3,4.5002E+0,-897.8204E-9,-2.5000E+0,190.6739E+0,-17.9564E-3,,1.9004E+3,,16.7868E-3,4.5001E+0,-537.2240E-9,-2.0000E+0,373.0365E+0,-10.7445E-3,,2.2560E+3,,24.6562E-3,4.5001E+0,-373.6986E-9,-1.5000E+0,547.9096E+0,-7.4740E-3,,4.1715E+3,,32.1346E-3,4.5001E+0,-256.2956E-9,-1.0000E+0,714.0940E+0,-5.1259E-3,,19.1821E+3,,39.0729E-3,4.5001E+0,-310.8053E-9,-500.0000E-3,868.2778E+0,-6.2161E-3,,46.6053E+3,,45.3443E-3,4.5001E+0,-247.9101E-9,000.0000E+0,1.0076E+3,-4.9582E-3,,39.5543E+3,,50.8344E-3,4.5002E+0,-159.8582E-9,500.0000E-3,1.1296E+3,-3.1972E-3,,5.3023E+3,,55.4454E-3,4.5002E+0,-126.3143E-9,1.0000E+0,1.2321E+3,-2.5263E-3,,1.5313E+3,,58.7993E-3,4.5002E+0,-314.9980E-9,1.5000E+0,1.3066E+3,-6.3000E-3,,482.4919E+0,,60.8037E-3,4.5002E+0,-394.6643E-9,2.0000E+0,1.3512E+3,-7.8933E-3,,312.2105E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
